p1,p2,p3,p4,p5,counts,norm_counts
4926501,,,,,11505,0.3206700484976866
3309829,,,,,7639,0.21291599308768605
4755872,,,,,507,0.01413122247616924
4796108,,,,,369,0.010284854228217849
4726097,,,,,323,0.00900273147890072
4928869,,,,,172,0.004794024193098835
4738510,,,,,143,0.003985729416355427
4879743,,,,,125,0.0034840292101008976
1602517,3309829.0,,,,107,0.0029823290038463682
4868023,4796108.0,,,,97,0.0027036066670382965
1446874,3309829.0,,,,80,0.0022297786944645744
2498099,4666069.0,,,,77,0.002146161993422153
4870538,,,,,72,0.0020068008250181167
3074918,,,,,72,0.0020068008250181167
4634397,,,,,68,0.0018953118902948882
2366992,,,,,61,0.001700206254529238
3076713,3309829.0,,,,58,0.0016165895534868164
4936643,,,,,53,0.0014772283850827805
2658319,,,,,48,0.0013378672166787446
4801352,4926501.0,,,,48,0.0013378672166787446
1570919,3309829.0,,,,39,0.00108701711355148
4094003,,,,,38,0.0010591448798706728
4862916,,,,,34,0.0009476559451474441
4635059,,,,,33,0.000919783711466637
4379316,,,,,31,0.0008640392441050226
4760012,,,,,29,0.0008082947767434082
516203,,,,,28,0.0007804225430626011
4875008,,,,,28,0.0007804225430626011
1621097,4926501.0,,,,27,0.0007525503093817939
3743618,3309829.0,,,,26,0.0007246780757009867
1074355,4926501.0,,,,26,0.0007246780757009867
4838295,,,,,25,0.0006968058420201795
1503348,4926501.0,,,,24,0.0006689336083393723
3303353,,,,,24,0.0006689336083393723
4661577,,,,,24,0.0006689336083393723
3327233,,,,,24,0.0006689336083393723
4926502,,,,,23,0.0006410613746585651
4838585,4837384.0,,,,23,0.0006410613746585651
4609254,,,,,21,0.0005853169072969508
4813838,,,,,21,0.0005853169072969508
4646359,4926501.0,,,,20,0.0005574446736161436
523314,,,,,20,0.0005574446736161436
590443,,,,,20,0.0005574446736161436
768732,,,,,20,0.0005574446736161436
2479665,,,,,20,0.0005574446736161436
4887606,,,,,20,0.0005574446736161436
4461844,,,,,18,0.0005017002062545292
4676110,,,,,18,0.0005017002062545292
4943310,,,,,18,0.0005017002062545292
4805285,,,,,18,0.0005017002062545292
4866680,,,,,18,0.0005017002062545292
132267,,,,,18,0.0005017002062545292
3594024,,,,,18,0.0005017002062545292
4796527,4926501.0,,,,17,0.00047382797257372204
4749105,,,,,17,0.00047382797257372204
4637609,,,,,16,0.0004459557388929149
1429517,3309829.0,,,,16,0.0004459557388929149
4671528,,,,,16,0.0004459557388929149
4801676,3309829.0,,,,15,0.0004180835052121077
228491,,,,,15,0.0004180835052121077
1169730,,,,,15,0.0004180835052121077
3036559,,,,,15,0.0004180835052121077
1789348,,,,,14,0.00039021127153130054
3525708,,,,,14,0.00039021127153130054
1791057,,,,,14,0.00039021127153130054
4631498,,,,,13,0.00036233903785049334
917674,,,,,13,0.00036233903785049334
4813147,,,,,12,0.00033446680416968614
1701438,3309829.0,,,,12,0.00033446680416968614
4676793,,,,,12,0.00033446680416968614
4923006,4926501.0,,,,11,0.000306594570488879
4629760,,,,,11,0.000306594570488879
607561,3309829.0,,,,11,0.000306594570488879
4797674,,,,,11,0.000306594570488879
4663477,,,,,11,0.000306594570488879
4842242,,,,,11,0.000306594570488879
4772171,3309829.0,,,,10,0.0002787223368080718
4864897,,,,,10,0.0002787223368080718
4867790,,,,,10,0.0002787223368080718
1299552,,,,,10,0.0002787223368080718
4627117,,,,,10,0.0002787223368080718
1547119,,,,,9,0.0002508501031272646
503251,,,,,9,0.0002508501031272646
4898545,3309829.0,,,,9,0.0002508501031272646
4756789,,,,,9,0.0002508501031272646
4865840,,,,,9,0.0002508501031272646
1969499,,,,,9,0.0002508501031272646
1700362,,,,,9,0.0002508501031272646
4888576,,,,,9,0.0002508501031272646
4724083,,,,,9,0.0002508501031272646
955579,3309829.0,,,,8,0.00022297786944645745
4397484,,,,,8,0.00022297786944645745
4943740,,,,,8,0.00022297786944645745
4043361,4926501.0,,,,8,0.00022297786944645745
1425228,2443226.0,,,,8,0.00022297786944645745
4798530,,,,,8,0.00022297786944645745
4888672,,,,,8,0.00022297786944645745
1693419,,,,,8,0.00022297786944645745
4812190,,,,,8,0.00022297786944645745
1583401,,,,,8,0.00022297786944645745
4662258,3309829.0,,,,8,0.00022297786944645745
4931313,,,,,8,0.00022297786944645745
4900208,,,,,8,0.00022297786944645745
1671761,,,,,8,0.00022297786944645745
4732015,3309829.0,,,,8,0.00022297786944645745
532817,586843.0,,,,7,0.00019510563576565027
4926503,,,,,7,0.00019510563576565027
522000,,,,,7,0.00019510563576565027
1492698,,,,,7,0.00019510563576565027
1799251,,,,,7,0.00019510563576565027
1866449,,,,,7,0.00019510563576565027
