p1,p2,p3,p4,p5,counts,norm_counts
1663064,4790788.0,2327105.0,3309829.0,,12,0.00023856384564919185
4810361,3712065.0,1446874.0,3309829.0,,12,0.00023856384564919185
4664294,3309829.0,,,,12,0.00023856384564919185
4629858,1446874.0,3309829.0,,,12,0.00023856384564919185
1446874,3309828.0,,,,12,0.00023856384564919185
2389261,2483577.0,3712065.0,1446874.0,3309829.0,12,0.00023856384564919185
4808255,1446874.0,3309828.0,,,12,0.00023856384564919185
4795184,4915261.0,4808255.0,1446874.0,3309829.0,12,0.00023856384564919185
3035617,1446874.0,3309829.0,,,12,0.00023856384564919185
4648145,1446874.0,3309829.0,,,12,0.00023856384564919185
1541258,4808255.0,1446874.0,3309829.0,,12,0.00023856384564919185
3491733,3309829.0,,,,12,0.00023856384564919185
4810870,3309829.0,,,,11,0.00021868352517842587
4808257,1446874.0,3309829.0,,,11,0.00021868352517842587
4449921,4889473.0,4808255.0,1446874.0,3309829.0,11,0.00021868352517842587
4633696,,,,,11,0.00021868352517842587
4917124,1446874.0,3309829.0,,,11,0.00021868352517842587
1785079,4808255.0,1446874.0,3309829.0,,11,0.00021868352517842587
797795,4860620.0,4808255.0,1446874.0,3309829.0,11,0.00021868352517842587
4808255,1446874.0,,,,11,0.00021868352517842587
4917371,4808255.0,1446874.0,3309829.0,,11,0.00021868352517842587
2689553,4808255.0,1446874.0,3309829.0,,11,0.00021868352517842587
759543,3309829.0,,,,11,0.00021868352517842587
1955150,3607105.0,3309829.0,,,10,0.0001988032047076599
848080,1446874.0,3309829.0,,,10,0.0001988032047076599
4808255,1446874.0,3309827.0,,,10,0.0001988032047076599
4658595,2327105.0,3309829.0,,,10,0.0001988032047076599
4646035,3309829.0,,,,10,0.0001988032047076599
200449,2327105.0,3309829.0,,,10,0.0001988032047076599
251946,3309829.0,,,,10,0.0001988032047076599
4790597,1446874.0,3309829.0,,,10,0.0001988032047076599
4799292,3309829.0,,,,10,0.0001988032047076599
1790493,3712065.0,1446874.0,3309829.0,,10,0.0001988032047076599
344257,3841254.0,4808255.0,1446874.0,3309829.0,10,0.0001988032047076599
4916393,3309829.0,,,,10,0.0001988032047076599
2702375,4497820.0,,,,10,0.0001988032047076599
2855541,3712065.0,1446874.0,3309829.0,,10,0.0001988032047076599
1446874,,,,,10,0.0001988032047076599
4931344,1446874.0,3309829.0,,,10,0.0001988032047076599
1285237,1446874.0,3309829.0,,,10,0.0001988032047076599
3995672,1446874.0,3309829.0,,,10,0.0001988032047076599
1792098,4808255.0,1446874.0,3309829.0,,10,0.0001988032047076599
1107458,3309829.0,,,,10,0.0001988032047076599
4938723,3309829.0,,,,9,0.0001789228842368939
1432461,4808255.0,1446874.0,3309829.0,,9,0.0001789228842368939
3111490,3309829.0,,,,9,0.0001789228842368939
1253897,4808255.0,1446874.0,3309829.0,,9,0.0001789228842368939
2635128,4808255.0,1446874.0,3309829.0,,9,0.0001789228842368939
257933,4676793.0,,,,9,0.0001789228842368939
4915774,3309829.0,,,,9,0.0001789228842368939
521898,2263848.0,3309829.0,,,9,0.0001789228842368939
4414324,3309829.0,,,,9,0.0001789228842368939
4483440,4915261.0,4808255.0,1446874.0,3309829.0,9,0.0001789228842368939
4544751,4676793.0,,,,9,0.0001789228842368939
2979290,1446874.0,3309829.0,,,9,0.0001789228842368939
4792656,1446874.0,3309829.0,,,9,0.0001789228842368939
4175859,3712065.0,1446874.0,3309829.0,,9,0.0001789228842368939
1380190,4752040.0,4808255.0,1446874.0,3309829.0,9,0.0001789228842368939
4815208,4666479.0,3712065.0,1446874.0,3309829.0,9,0.0001789228842368939
1772310,4808255.0,1446874.0,3309829.0,,9,0.0001789228842368939
626181,3309829.0,,,,9,0.0001789228842368939
3712064,1446874.0,3309829.0,,,9,0.0001789228842368939
3147711,1015199.0,522944.0,1446874.0,3309829.0,9,0.0001789228842368939
4900256,3309829.0,,,,9,0.0001789228842368939
2260337,3309829.0,,,,8,0.0001590425637661279
2481182,2463042.0,3712065.0,1446874.0,3309829.0,8,0.0001590425637661279
2549431,3712065.0,1446874.0,3309829.0,,8,0.0001590425637661279
4396412,1446874.0,3309829.0,,,8,0.0001590425637661279
4639086,1446874.0,3309829.0,,,8,0.0001590425637661279
1208937,3309829.0,,,,8,0.0001590425637661279
1285531,1030081.0,4808255.0,1446874.0,3309829.0,8,0.0001590425637661279
3422508,3712065.0,1446874.0,3309829.0,,8,0.0001590425637661279
4915261,3712065.0,1446874.0,3309829.0,,8,0.0001590425637661279
4084988,1446874.0,3309829.0,,,8,0.0001590425637661279
2092104,883678.0,3712065.0,1446874.0,3309829.0,8,0.0001590425637661279
614729,4811328.0,1446874.0,3309829.0,,8,0.0001590425637661279
4916470,4808255.0,1446874.0,3309829.0,,8,0.0001590425637661279
2295569,4808255.0,1446874.0,3309829.0,,8,0.0001590425637661279
4813176,4808255.0,1446874.0,3309829.0,,8,0.0001590425637661279
4919824,3309829.0,,,,8,0.0001590425637661279
1840057,1606942.0,3535642.0,4936643.0,4808255.0,8,0.0001590425637661279
4737753,,,,,8,0.0001590425637661279
4919011,,,,,8,0.0001590425637661279
4365812,3309829.0,,,,8,0.0001590425637661279
216022,2327105.0,3309829.0,,,8,0.0001590425637661279
4931384,,,,,8,0.0001590425637661279
4634605,1446874.0,3309829.0,,,7,0.00013916224329536193
4889346,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
1312387,3309829.0,,,,7,0.00013916224329536193
3605105,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4669881,3309829.0,,,,7,0.00013916224329536193
4552622,2327105.0,3309829.0,,,7,0.00013916224329536193
3477896,3309829.0,,,,7,0.00013916224329536193
4797473,4666479.0,3712065.0,1446874.0,3309829.0,7,0.00013916224329536193
3719294,3552641.0,3712065.0,1446874.0,3309829.0,7,0.00013916224329536193
4877236,3309829.0,,,,7,0.00013916224329536193
3479880,3309829.0,,,,7,0.00013916224329536193
4640194,3712065.0,1446874.0,3309829.0,,7,0.00013916224329536193
4670970,,,,,7,0.00013916224329536193
2891276,1446874.0,3309829.0,,,7,0.00013916224329536193
4813407,3309829.0,,,,7,0.00013916224329536193
4870677,3309829.0,,,,7,0.00013916224329536193
1810162,4427451.0,3309829.0,,,7,0.00013916224329536193
4270955,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
2705546,3309829.0,,,,7,0.00013916224329536193
4406702,1446874.0,3309829.0,,,7,0.00013916224329536193
3142196,3309829.0,,,,7,0.00013916224329536193
3408299,4808793.0,3607105.0,3309829.0,,7,0.00013916224329536193
4935481,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
1799219,1446874.0,3309829.0,,,7,0.00013916224329536193
4794901,3712065.0,1446874.0,3309829.0,,7,0.00013916224329536193
994476,1446874.0,3309829.0,,,7,0.00013916224329536193
4640881,1446874.0,3309829.0,,,7,0.00013916224329536193
4361880,2327105.0,3309829.0,,,7,0.00013916224329536193
4631158,1446874.0,3309829.0,,,7,0.00013916224329536193
2723036,3712065.0,1446874.0,3309829.0,,7,0.00013916224329536193
4651066,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4639767,3712065.0,1446874.0,3309829.0,,7,0.00013916224329536193
4667026,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4636136,3309829.0,,,,7,0.00013916224329536193
4632079,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4753963,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4835814,3309829.0,,,,7,0.00013916224329536193
4806003,3131342.0,3309829.0,,,7,0.00013916224329536193
2803661,1446874.0,3309829.0,,,7,0.00013916224329536193
2199868,4633696.0,,,,7,0.00013916224329536193
4237538,3607105.0,3309829.0,,,7,0.00013916224329536193
96958,1271770.0,4808255.0,1446874.0,3309829.0,7,0.00013916224329536193
4943008,4915261.0,3309829.0,,,7,0.00013916224329536193
4799614,3309829.0,,,,7,0.00013916224329536193
4794086,3309829.0,,,,7,0.00013916224329536193
1566038,4633775.0,3309829.0,,,7,0.00013916224329536193
3817092,1446874.0,3309829.0,,,7,0.00013916224329536193
4641574,1446874.0,3309829.0,,,7,0.00013916224329536193
3286569,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
1714255,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
182811,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4626775,3826291.0,3309829.0,,,7,0.00013916224329536193
2498770,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
4829521,4666479.0,3712065.0,1446874.0,3309829.0,7,0.00013916224329536193
4812871,3309829.0,,,,7,0.00013916224329536193
3467325,4808255.0,1446874.0,3309829.0,,7,0.00013916224329536193
2740411,1446874.0,3309829.0,,,7,0.00013916224329536193
2826817,1446874.0,3309829.0,,,7,0.00013916224329536193
4808255,,,,,6,0.00011928192282459593
4405527,1446874.0,3309829.0,,,6,0.00011928192282459593
2929532,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4655785,3309829.0,,,,6,0.00011928192282459593
4466717,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
163022,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4877050,3309829.0,,,,6,0.00011928192282459593
227953,922285.0,3712065.0,1446874.0,3309829.0,6,0.00011928192282459593
4864037,3309829.0,,,,6,0.00011928192282459593
4630486,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4934357,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
2822753,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4466145,3309829.0,,,,6,0.00011928192282459593
4897444,3309829.0,,,,6,0.00011928192282459593
944404,4813322.0,1436935.0,2853438.0,1446874.0,6,0.00011928192282459593
4634742,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
3885273,3309829.0,,,,6,0.00011928192282459593
4451511,3309829.0,,,,6,0.00011928192282459593
770361,4676793.0,,,,6,0.00011928192282459593
4876459,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
3004421,1446874.0,3309829.0,,,6,0.00011928192282459593
860635,3309829.0,,,,6,0.00011928192282459593
4900065,4930699.0,1169730.0,,,6,0.00011928192282459593
1403683,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4922824,1446874.0,3309829.0,,,6,0.00011928192282459593
1231154,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
523346,4666479.0,3712065.0,1446874.0,3309829.0,6,0.00011928192282459593
1554845,1446874.0,3309829.0,,,6,0.00011928192282459593
4841034,4676793.0,,,,6,0.00011928192282459593
4663517,3309829.0,,,,6,0.00011928192282459593
656832,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4653048,3131342.0,3309829.0,,,6,0.00011928192282459593
522322,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4799263,3712065.0,,,,6,0.00011928192282459593
4928500,3309829.0,,,,6,0.00011928192282459593
4898444,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4795217,3309829.0,,,,6,0.00011928192282459593
4833471,3309829.0,,,,6,0.00011928192282459593
2636450,1367827.0,3309829.0,,,6,0.00011928192282459593
4804503,3309829.0,,,,6,0.00011928192282459593
1671184,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
1798262,2659227.0,2383299.0,1446874.0,3309829.0,6,0.00011928192282459593
4874552,4859835.0,3309829.0,,,6,0.00011928192282459593
3130804,1446874.0,3309829.0,,,6,0.00011928192282459593
4430851,1140745.0,3309829.0,,,6,0.00011928192282459593
4900789,1446874.0,3309829.0,,,6,0.00011928192282459593
2713747,1446874.0,3309829.0,,,6,0.00011928192282459593
1030081,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4396329,3309829.0,,,,6,0.00011928192282459593
883678,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4499275,3607105.0,3309829.0,,,6,0.00011928192282459593
4546412,4676793.0,,,,6,0.00011928192282459593
2415891,4666479.0,3712065.0,1446874.0,3309829.0,6,0.00011928192282459593
4806445,4830444.0,4808255.0,1446874.0,3309829.0,6,0.00011928192282459593
4335196,1446874.0,3309829.0,,,6,0.00011928192282459593
4878082,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
3354739,3150337.0,3115709.0,3712063.0,1446874.0,6,0.00011928192282459593
4665615,1159782.0,4808255.0,1446874.0,3309829.0,6,0.00011928192282459593
1601303,3490903.0,,,,6,0.00011928192282459593
3062358,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4804394,3889449.0,4802829.0,4808793.0,3607105.0,6,0.00011928192282459593
520924,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
498638,3528355.0,4808255.0,1446874.0,3309829.0,6,0.00011928192282459593
1096970,1446874.0,3309829.0,,,6,0.00011928192282459593
2103602,3309829.0,,,,6,0.00011928192282459593
2892631,3607105.0,3309829.0,,,6,0.00011928192282459593
3585625,1446874.0,3309829.0,,,6,0.00011928192282459593
2947207,3309829.0,,,,6,0.00011928192282459593
4807503,3309829.0,,,,6,0.00011928192282459593
3868382,1446874.0,3309829.0,,,6,0.00011928192282459593
4935460,2327105.0,3309829.0,,,6,0.00011928192282459593
2226991,3309829.0,,,,6,0.00011928192282459593
2879911,2327105.0,3309829.0,,,6,0.00011928192282459593
4923846,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4635615,3309829.0,,,,6,0.00011928192282459593
538499,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
419532,4676793.0,,,,6,0.00011928192282459593
4914637,3309829.0,,,,6,0.00011928192282459593
2694164,4889710.0,4811823.0,2327105.0,3309829.0,6,0.00011928192282459593
3658848,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
1159782,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4742939,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
2665426,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4486232,3131342.0,3309829.0,,,6,0.00011928192282459593
2676381,3041042.0,3309829.0,,,6,0.00011928192282459593
2723341,4926841.0,1170068.0,4808255.0,1446874.0,6,0.00011928192282459593
4818116,1169730.0,,,,6,0.00011928192282459593
4659057,1446874.0,3309829.0,,,6,0.00011928192282459593
3061014,3607105.0,3309829.0,,,6,0.00011928192282459593
4865431,4928968.0,2853438.0,1446874.0,3309829.0,6,0.00011928192282459593
411248,4498112.0,4808255.0,1446874.0,3309829.0,6,0.00011928192282459593
4878008,3686891.0,4652827.0,1446874.0,3309829.0,6,0.00011928192282459593
4640468,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
1092387,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4944005,3309829.0,,,,6,0.00011928192282459593
4921455,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
1239114,3309829.0,,,,6,0.00011928192282459593
4666614,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
4863510,4930824.0,4790788.0,2327105.0,3309829.0,6,0.00011928192282459593
4539711,3309829.0,,,,6,0.00011928192282459593
4812733,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
4859433,3309829.0,,,,6,0.00011928192282459593
1403171,3202180.0,3309829.0,,,6,0.00011928192282459593
4930893,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
1041791,4802829.0,4808793.0,3607105.0,3309829.0,6,0.00011928192282459593
3591855,4808255.0,1446874.0,3309829.0,,6,0.00011928192282459593
2815473,3309829.0,,,,6,0.00011928192282459593
4840887,3309829.0,,,,6,0.00011928192282459593
2141975,3309829.0,,,,6,0.00011928192282459593
777140,3712065.0,1446874.0,3309829.0,,6,0.00011928192282459593
1233932,4355612.0,3607105.0,3309829.0,,5,9.940160235382995e-05
1816659,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
3903955,2576484.0,3309829.0,,,5,9.940160235382995e-05
4804507,3309829.0,,,,5,9.940160235382995e-05
4083552,2874498.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
2714702,4790788.0,2327105.0,3309829.0,,5,9.940160235382995e-05
717145,1446874.0,3309829.0,,,5,9.940160235382995e-05
4795989,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
3579267,4630275.0,3309829.0,,,5,9.940160235382995e-05
3209286,,,,,5,9.940160235382995e-05
4861339,3309829.0,,,,5,9.940160235382995e-05
4627884,1446874.0,3309829.0,,,5,9.940160235382995e-05
1784141,1446874.0,3309829.0,,,5,9.940160235382995e-05
4215912,1446874.0,3309829.0,,,5,9.940160235382995e-05
4866924,2327105.0,3309829.0,,,5,9.940160235382995e-05
4821653,,,,,5,9.940160235382995e-05
61095,3712065.0,1446874.0,3309829.0,,5,9.940160235382995e-05
3448282,1446874.0,3309829.0,,,5,9.940160235382995e-05
140809,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4139704,2853438.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4649467,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
2738593,4676793.0,,,,5,9.940160235382995e-05
4878336,1446874.0,3309829.0,,,5,9.940160235382995e-05
2358592,3309829.0,,,,5,9.940160235382995e-05
4348195,3712065.0,1446874.0,3309829.0,,5,9.940160235382995e-05
878696,4666479.0,3712065.0,1446874.0,3309829.0,5,9.940160235382995e-05
512546,4887384.0,4505640.0,1446874.0,3309829.0,5,9.940160235382995e-05
2387834,3309829.0,,,,5,9.940160235382995e-05
1790789,3309829.0,,,,5,9.940160235382995e-05
4929981,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
954798,4071476.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
4643554,4808793.0,3607105.0,3309829.0,,5,9.940160235382995e-05
2713174,753624.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
4635725,3309829.0,,,,5,9.940160235382995e-05
1794311,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4095422,539325.0,3309829.0,,,5,9.940160235382995e-05
4906470,3433428.0,3309829.0,,,5,9.940160235382995e-05
523353,1778121.0,3309829.0,,,5,9.940160235382995e-05
3607103,3309829.0,,,,5,9.940160235382995e-05
4237346,4390069.0,3309829.0,,,5,9.940160235382995e-05
1144869,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4635416,3309829.0,,,,5,9.940160235382995e-05
4431698,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4903902,4898768.0,4763509.0,3712065.0,1446874.0,5,9.940160235382995e-05
1784117,4630339.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
3213418,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
1228287,3712065.0,1446874.0,3309829.0,,5,9.940160235382995e-05
2247283,3309829.0,,,,5,9.940160235382995e-05
3407371,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4887579,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
335007,4485488.0,3712065.0,1446874.0,3309829.0,5,9.940160235382995e-05
2056956,3309829.0,,,,5,9.940160235382995e-05
2086533,1446874.0,3309829.0,,,5,9.940160235382995e-05
4931229,3309829.0,,,,5,9.940160235382995e-05
2656581,4427451.0,3309829.0,,,5,9.940160235382995e-05
4750023,4676793.0,,,,5,9.940160235382995e-05
1640775,1446874.0,3309829.0,,,5,9.940160235382995e-05
2242508,3309829.0,,,,5,9.940160235382995e-05
1969679,850789.0,4390069.0,3309829.0,,5,9.940160235382995e-05
4628535,4676793.0,,,,5,9.940160235382995e-05
3440890,4377193.0,3712065.0,1446874.0,3309829.0,5,9.940160235382995e-05
4578183,1446874.0,3309829.0,,,5,9.940160235382995e-05
4346485,3309829.0,,,,5,9.940160235382995e-05
2038783,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4401263,1271770.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
1881111,,,,,5,9.940160235382995e-05
4885996,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4658015,515333.0,3309829.0,,,5,9.940160235382995e-05
3418866,4631806.0,1403171.0,3202180.0,3309829.0,5,9.940160235382995e-05
414729,4860620.0,4808255.0,1446874.0,,5,9.940160235382995e-05
4665341,1169730.0,,,,5,9.940160235382995e-05
4665939,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4796814,1758085.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
623921,1646679.0,4808255.0,1446874.0,3309829.0,5,9.940160235382995e-05
2682548,1446874.0,3309829.0,,,5,9.940160235382995e-05
4260750,1446874.0,3309829.0,,,5,9.940160235382995e-05
4583855,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
4666743,1446874.0,3309829.0,,,5,9.940160235382995e-05
2900042,3131342.0,3309829.0,,,5,9.940160235382995e-05
4626991,1446874.0,3309829.0,,,5,9.940160235382995e-05
1547652,3309829.0,,,,5,9.940160235382995e-05
4712756,3309829.0,,,,5,9.940160235382995e-05
116952,3309829.0,,,,5,9.940160235382995e-05
4722356,4676793.0,,,,5,9.940160235382995e-05
4734082,1446874.0,3309829.0,,,5,9.940160235382995e-05
3094529,3607105.0,3309829.0,,,5,9.940160235382995e-05
3595785,1446874.0,3309829.0,,,5,9.940160235382995e-05
4641324,3712065.0,1446874.0,3309829.0,,5,9.940160235382995e-05
507044,2327105.0,3309829.0,,,5,9.940160235382995e-05
4470899,3309829.0,,,,5,9.940160235382995e-05
4629858,4808255.0,1446874.0,3309829.0,,5,9.940160235382995e-05
2986881,1446874.0,3309829.0,,,5,9.940160235382995e-05
690823,3829591.0,3309829.0,,,5,9.940160235382995e-05
3417300,2327105.0,3309829.0,,,5,9.940160235382995e-05
2663629,4427451.0,3309829.0,,,5,9.940160235382995e-05
4684066,3607105.0,3309829.0,,,5,9.940160235382995e-05
1135255,1446874.0,3309829.0,,,5,9.940160235382995e-05
4915415,3607105.0,3309829.0,,,5,9.940160235382995e-05
4110143,3309829.0,,,,5,9.940160235382995e-05
4655779,1446874.0,3309829.0,,,5,9.940160235382995e-05
