p1,p2,p3,p4,p5,counts,norm_counts
4943740,,,,,17,0.01551094890510949
4942240,,,,,12,0.010948905109489052
4944849,,,,,9,0.008211678832116789
4942491,,,,,9,0.008211678832116789
4943632,,,,,8,0.0072992700729927005
4942129,,,,,7,0.006386861313868613
4943686,,,,,6,0.005474452554744526
4944657,,,,,4,0.0036496350364963502
4944043,,,,,4,0.0036496350364963502
4942044,,,,,4,0.0036496350364963502
4944005,,,,,4,0.0036496350364963502
4941101,,,,,4,0.0036496350364963502
4943571,,,,,4,0.0036496350364963502
4944809,,,,,3,0.002737226277372263
4942899,,,,,3,0.002737226277372263
4944702,,,,,3,0.002737226277372263
4943854,,,,,3,0.002737226277372263
4943819,,,,,3,0.002737226277372263
4942586,,,,,3,0.002737226277372263
4941558,,,,,3,0.002737226277372263
4637280,,,,,3,0.002737226277372263
4942241,,,,,3,0.002737226277372263
4631191,,,,,3,0.002737226277372263
4944452,,,,,3,0.002737226277372263
4936643,,,,,3,0.002737226277372263
4942671,,,,,3,0.002737226277372263
4944237,,,,,2,0.0018248175182481751
4866751,,,,,2,0.0018248175182481751
4745408,,,,,2,0.0018248175182481751
4944676,,,,,2,0.0018248175182481751
4942298,,,,,2,0.0018248175182481751
4650132,,,,,2,0.0018248175182481751
4794733,,,,,2,0.0018248175182481751
4931166,,,,,2,0.0018248175182481751
4942039,,,,,2,0.0018248175182481751
4899728,,,,,2,0.0018248175182481751
4905854,,,,,2,0.0018248175182481751
4941310,,,,,2,0.0018248175182481751
4943673,,,,,2,0.0018248175182481751
4943948,,,,,2,0.0018248175182481751
4920227,,,,,2,0.0018248175182481751
4658954,,,,,2,0.0018248175182481751
4944271,,,,,2,0.0018248175182481751
4632301,,,,,2,0.0018248175182481751
4941943,,,,,2,0.0018248175182481751
4941552,,,,,2,0.0018248175182481751
4944780,,,,,2,0.0018248175182481751
4812363,,,,,2,0.0018248175182481751
4841339,,,,,2,0.0018248175182481751
4639954,,,,,2,0.0018248175182481751
4942163,,,,,2,0.0018248175182481751
4941233,,,,,2,0.0018248175182481751
4944255,,,,,2,0.0018248175182481751
4942723,,,,,2,0.0018248175182481751
4809035,,,,,2,0.0018248175182481751
4755783,,,,,2,0.0018248175182481751
4261860,,,,,2,0.0018248175182481751
4634351,,,,,2,0.0018248175182481751
4757796,,,,,2,0.0018248175182481751
4659769,,,,,2,0.0018248175182481751
4919697,,,,,2,0.0018248175182481751
4943467,,,,,2,0.0018248175182481751
4942045,,,,,2,0.0018248175182481751
4944216,,,,,2,0.0018248175182481751
4655360,,,,,2,0.0018248175182481751
3076906,,,,,2,0.0018248175182481751
4859515,,,,,2,0.0018248175182481751
4943354,,,,,2,0.0018248175182481751
4944548,,,,,2,0.0018248175182481751
4942083,,,,,2,0.0018248175182481751
4873360,,,,,2,0.0018248175182481751
4945040,,,,,2,0.0018248175182481751
4941772,,,,,2,0.0018248175182481751
4794795,,,,,2,0.0018248175182481751
4792257,,,,,2,0.0018248175182481751
4944261,,,,,2,0.0018248175182481751
4943719,,,,,2,0.0018248175182481751
4942188,,,,,2,0.0018248175182481751
4798985,,,,,2,0.0018248175182481751
4656896,,,,,2,0.0018248175182481751
4941489,,,,,2,0.0018248175182481751
4943702,,,,,2,0.0018248175182481751
4937393,,,,,2,0.0018248175182481751
4941018,,,,,2,0.0018248175182481751
4631452,,,,,2,0.0018248175182481751
4800586,,,,,2,0.0018248175182481751
4941445,,,,,2,0.0018248175182481751
4941792,,,,,2,0.0018248175182481751
4941849,,,,,2,0.0018248175182481751
4942140,,,,,2,0.0018248175182481751
4725739,,,,,2,0.0018248175182481751
4943208,,,,,2,0.0018248175182481751
4943513,,,,,2,0.0018248175182481751
4743322,,,,,2,0.0018248175182481751
4942480,,,,,2,0.0018248175182481751
4941417,,,,,2,0.0018248175182481751
4884122,,,,,2,0.0018248175182481751
4652016,,,,,2,0.0018248175182481751
4797940,,,,,2,0.0018248175182481751
4942979,,,,,2,0.0018248175182481751
4657559,,,,,2,0.0018248175182481751
4729768,,,,,2,0.0018248175182481751
4944958,4654529.0,,,,2,0.0018248175182481751
4631641,,,,,2,0.0018248175182481751
4944716,,,,,2,0.0018248175182481751
4941021,,,,,2,0.0018248175182481751
4944047,,,,,2,0.0018248175182481751
4943348,,,,,2,0.0018248175182481751
4942270,,,,,2,0.0018248175182481751
4941116,,,,,2,0.0018248175182481751
4942330,,,,,1,0.0009124087591240876
4662087,,,,,1,0.0009124087591240876
4942950,,,,,1,0.0009124087591240876
4642317,,,,,1,0.0009124087591240876
4650161,,,,,1,0.0009124087591240876
4814505,,,,,1,0.0009124087591240876
4284407,,,,,1,0.0009124087591240876
4726106,,,,,1,0.0009124087591240876
4942109,,,,,1,0.0009124087591240876
4944665,,,,,1,0.0009124087591240876
4943150,,,,,1,0.0009124087591240876
3632115,,,,,1,0.0009124087591240876
519066,,,,,1,0.0009124087591240876
4886892,,,,,1,0.0009124087591240876
4944265,,,,,1,0.0009124087591240876
4930230,,,,,1,0.0009124087591240876
4943532,,,,,1,0.0009124087591240876
4944678,,,,,1,0.0009124087591240876
4944012,,,,,1,0.0009124087591240876
4740008,,,,,1,0.0009124087591240876
4653113,,,,,1,0.0009124087591240876
4943416,,,,,1,0.0009124087591240876
4867151,,,,,1,0.0009124087591240876
4943514,,,,,1,0.0009124087591240876
4725630,,,,,1,0.0009124087591240876
4665606,,,,,1,0.0009124087591240876
4876632,,,,,1,0.0009124087591240876
4658166,,,,,1,0.0009124087591240876
4943404,,,,,1,0.0009124087591240876
4827937,,,,,1,0.0009124087591240876
4824287,,,,,1,0.0009124087591240876
4639387,,,,,1,0.0009124087591240876
4944492,,,,,1,0.0009124087591240876
4941256,,,,,1,0.0009124087591240876
4941638,,,,,1,0.0009124087591240876
4626991,,,,,1,0.0009124087591240876
4648602,,,,,1,0.0009124087591240876
4944478,,,,,1,0.0009124087591240876
4670285,,,,,1,0.0009124087591240876
4941845,,,,,1,0.0009124087591240876
4654371,,,,,1,0.0009124087591240876
4942274,,,,,1,0.0009124087591240876
4722314,,,,,1,0.0009124087591240876
4817583,4875619.0,,,,1,0.0009124087591240876
4463675,,,,,1,0.0009124087591240876
4658755,,,,,1,0.0009124087591240876
4792153,,,,,1,0.0009124087591240876
4943017,,,,,1,0.0009124087591240876
4941143,,,,,1,0.0009124087591240876
4942619,,,,,1,0.0009124087591240876
4943694,,,,,1,0.0009124087591240876
649360,,,,,1,0.0009124087591240876
4818348,,,,,1,0.0009124087591240876
4796219,,,,,1,0.0009124087591240876
4941503,,,,,1,0.0009124087591240876
4943860,,,,,1,0.0009124087591240876
4888672,,,,,1,0.0009124087591240876
4626372,,,,,1,0.0009124087591240876
4793101,,,,,1,0.0009124087591240876
4885063,,,,,1,0.0009124087591240876
4916858,,,,,1,0.0009124087591240876
4666902,,,,,1,0.0009124087591240876
4650367,,,,,1,0.0009124087591240876
4270668,,,,,1,0.0009124087591240876
4845396,,,,,1,0.0009124087591240876
4637162,,,,,1,0.0009124087591240876
4666720,,,,,1,0.0009124087591240876
4943599,,,,,1,0.0009124087591240876
4942866,,,,,1,0.0009124087591240876
4930957,,,,,1,0.0009124087591240876
517359,,,,,1,0.0009124087591240876
4942948,,,,,1,0.0009124087591240876
4942193,,,,,1,0.0009124087591240876
4810678,,,,,1,0.0009124087591240876
4667899,,,,,1,0.0009124087591240876
4663634,,,,,1,0.0009124087591240876
4931351,,,,,1,0.0009124087591240876
4944484,,,,,1,0.0009124087591240876
4750735,,,,,1,0.0009124087591240876
4630013,,,,,1,0.0009124087591240876
2140445,,,,,1,0.0009124087591240876
4800946,,,,,1,0.0009124087591240876
4817546,,,,,1,0.0009124087591240876
4931087,,,,,1,0.0009124087591240876
4725074,,,,,1,0.0009124087591240876
4844363,,,,,1,0.0009124087591240876
4845426,,,,,1,0.0009124087591240876
4654049,,,,,1,0.0009124087591240876
4648601,,,,,1,0.0009124087591240876
2799491,,,,,1,0.0009124087591240876
4738222,,,,,1,0.0009124087591240876
4878004,,,,,1,0.0009124087591240876
4633764,,,,,1,0.0009124087591240876
4835789,,,,,1,0.0009124087591240876
4931589,,,,,1,0.0009124087591240876
4814568,,,,,1,0.0009124087591240876
4656806,,,,,1,0.0009124087591240876
4942467,,,,,1,0.0009124087591240876
4658635,,,,,1,0.0009124087591240876
4812213,,,,,1,0.0009124087591240876
4804116,,,,,1,0.0009124087591240876
